accuracy,loss,val_accuracy,val_loss
0.3698412775993347,0.6990721225738525,0.48148149251937866,0.6929389834403992
0.49047619104385376,0.6863263249397278,0.4962962865829468,0.6846019625663757
0.49841269850730896,0.6793959140777588,0.5037037134170532,0.6763468980789185
0.5158730149269104,0.670134425163269,0.5333333611488342,0.6659249067306519
0.6349206566810608,0.6555578708648682,0.7407407164573669,0.6457003951072693
0.7126984000205994,0.6378989815711975,0.770370364189148,0.629942774772644
0.7555555701255798,0.6239137649536133,0.8296296000480652,0.6153706312179565
0.7904762029647827,0.6093470454216003,0.8592592477798462,0.5993860363960266
0.7777777910232544,0.5941414833068848,0.8592592477798462,0.5817230343818665
0.803174614906311,0.5770381093025208,0.8666666746139526,0.5624865293502808
0.817460298538208,0.5575120449066162,0.8740741014480591,0.5370348691940308
0.8190476298332214,0.5319095849990845,0.8592592477798462,0.511085569858551
0.8269841074943542,0.5092636346817017,0.8592592477798462,0.48654818534851074
0.8317460417747498,0.4902603030204773,0.8666666746139526,0.46295392513275146
0.8317460417747498,0.47174063324928284,0.8666666746139526,0.4440471827983856
0.8396825194358826,0.45740899443626404,0.8666666746139526,0.427615761756897
0.8396825194358826,0.4447755217552185,0.8592592477798462,0.4139695465564728
0.8365079164505005,0.4349343776702881,0.8740741014480591,0.3991949260234833
0.841269850730896,0.42481863498687744,0.8666666746139526,0.38960543274879456
0.8428571224212646,0.4175448417663574,0.8814814686775208,0.3798202574253082
0.8428571224212646,0.41180187463760376,0.8814814686775208,0.3712865114212036
0.8476190567016602,0.4063563644886017,0.8814814686775208,0.3630198538303375
0.8444444537162781,0.4018775224685669,0.8814814686775208,0.3582441210746765
0.8523809313774109,0.3970964252948761,0.8814814686775208,0.3515344262123108
0.8492063283920288,0.39342236518859863,0.8814814686775208,0.3469044864177704
0.8507936596870422,0.390315443277359,0.8814814686775208,0.34352126717567444
0.855555534362793,0.3887733221054077,0.8888888955116272,0.33848363161087036
0.8523809313774109,0.3852337598800659,0.8888888955116272,0.33556124567985535
0.8476190567016602,0.3851388394832611,0.8962963223457336,0.3301777243614197
0.8476190567016602,0.3825538158416748,0.8962963223457336,0.3294965326786041
0.8539682626724243,0.3806605637073517,0.9037036895751953,0.32686758041381836
0.8492063283920288,0.3799082338809967,0.8962963223457336,0.32248637080192566
0.8523809313774109,0.378317654132843,0.8962963223457336,0.3269588053226471
0.8523809313774109,0.3778529465198517,0.9037036895751953,0.32213538885116577
0.8539682626724243,0.37595510482788086,0.9037036895751953,0.3200185000896454
0.8539682626724243,0.37522393465042114,0.9037036895751953,0.3169041872024536
0.858730137348175,0.3738037347793579,0.9037036895751953,0.3190867602825165
0.8523809313774109,0.3737090528011322,0.9037036895751953,0.3154677748680115
0.8523809313774109,0.37343695759773254,0.9037036895751953,0.31347817182540894
0.8523809313774109,0.3726551830768585,0.9037036895751953,0.31268924474716187
0.855555534362793,0.3717821538448334,0.9037036895751953,0.3153596818447113
0.8539682626724243,0.3718675673007965,0.9037036895751953,0.31156036257743835
0.8460317254066467,0.37167659401893616,0.9111111164093018,0.30894365906715393
0.8476190567016602,0.37253499031066895,0.9037036895751953,0.315820574760437
0.8523809313774109,0.3729761242866516,0.9037036895751953,0.3113895356655121
0.8571428656578064,0.3705626130104065,0.9111111164093018,0.30845504999160767
0.855555534362793,0.3697337210178375,0.9037036895751953,0.31158387660980225
0.8571428656578064,0.36961084604263306,0.9037036895751953,0.31038376688957214
0.8507936596870422,0.36999595165252686,0.9185185432434082,0.3043663799762726
0.8539682626724243,0.369590163230896,0.9037036895751953,0.30857929587364197
